SMILES,Affinity_kcal
COc1cccc(C2(C)CNC2)c1,-7.05
NCCCCC[C@@H]1CCCCCN1,-7.05
O=S(=O)(O)c1cc(Nc2nc(Cl)nc(Cl)n2)c2c(O)c(/N=N/c3ccccc3S(=O)(=O)O)c(S(=O)(=O)O)cc2c1,-7.05
Cc1ccc(C)n1NC(=O)c1ccncc1,-7.04
CCCCCCCCCCCCNCC(=O)O,-7.04
CCCCCCCCCCC[C@H]1CCC(=O)O1,-7.02
CN(C)C(=O)CNC(=O)Cc1ccccc1,-7.02
O=C(NCCN1CCCCC1)c1ccco1,-7.02
CNC(=O)Oc1cccc2c1OCCC2,-7.01
O=c1nc(C(Cl)(Cl)CCl)[nH]c(C(Cl)(Cl)CCl)n1,-7.01
C[C@@H]1CC(=O)c2ccccc2C1,-7
Cc1ccc(C2N(C)CCN2C)cc1,-7
CCC(C(N)=O)(C(N)=O)c1ccccc1,-7
Nc1ncnc(NCc2ccccc2)n1,-7
CCCCNc1nc(NC(C)C)nc(OC)n1,-6.99
NC[C@@H](O)c1c[nH]c2ccccc12,-6.99
C[C@@H](O)[C@H]1CCCC(C)(C)C1,-6.98
CC=Cc1ccc(OC(=O)NC)c(OC)c1,-6.98
CCNc1nc(Br)nc(NC(C)C)n1,-6.98
CNC(=O)ON=C1SCCOC1(C)C,-6.98
COc1ccc(NC(=O)N(C)C)cc1Cl,-6.98
COc1ccc(OC)c(NC(=O)CC(C)=O)c1,-6.98
Cc1cccc(N2C(=O)CSC2=S)c1,-6.97
CCCC[C@@H](CC)CC[C@H](O)CC(C)C,-6.97
CO[C@H]1[C@H](O)[C@@H](CO)O[C@H]1n1ccc(N)nc1=O,-6.97
NCc1ccc(S(=O)(=O)F)cc1,-6.97
NCCCNCCCCNCCCN,-6.97
OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,-6.97
CC1(C)COC2(CCCC2)OC1,-6.96
N#[N+]C=C1C=CC(=[N+]([O-])O)C=C1,-6.96
O=C(O)CSc1cccc(SCC(=O)O)c1,-6.96
Oc1c(Cl)cccc1-c1ccccc1,-6.96
O=C(C[C@@H](NO)c1ccccc1)NO,-6.95
CCC[C@@]1(c2ccccc2)CNC1=O,-6.94
C=CC1(CCCC)C(=O)NC(=O)NC1=O,-6.92
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,-6.92
Oc1ccc(Nc2ccc(O)cc2)cc1,-6.92
C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,-6.9
CCCCCCCCC(=O)c1ccccc1,-6.9
CCCC(=O)[C@H](CC)Sc1ccoc1C,-6.89
CNC(=O)Oc1cc([C@@H](C)[N+](C)(C)C)ccc1OC,-6.89
CSC(SC)=C(C(=O)OC(C)C)C(=O)OC(C)C,-6.89
Cc1ccc(N)cc1S(=O)(=O)O,-6.88
CC(C)[C@@H]1N[C@H](C(=O)O)C(C)(C)S1,-6.86
CCNc1nc(NC)nc(C(Cl)(Cl)Cl)n1,-6.86
OCCOc1c(Br)cc(Br)cc1Br,-6.86
CSCC[C@H](NC(=O)c1ccccc1)C(=O)O,-6.85
FC(F)(F)c1cccc(CC2=NCCN2)c1,-6.85
Cc1ccc(NC=O)cc1NC=O,-6.83
CCC[C@H](C)c1cc(C)cc(O)c1,-6.83
C1CN(CN2CCOCC2)CCO1,-6.82
Cc1ccccc1OC[C@@H](O)COC(=O)NCCN,-6.81
CN(C)c1ccc2[nH]ccc2c1,-6.81
O=C(Cn1ccnc1)c1ccc(O)cc1,-6.81
CC(C)(C)C1=CC(=O)C=CC1=O,-6.8
Nc1ccc(Oc2ccccc2)cc1,-6.79
Cc1nc(-c2ccc([N+](=O)[O-])o2)cs1,-6.78
CCOP(=O)(OCC)Oc1ccc(Cl)cc1,-6.78
CC(=NN=C(N)S)c1ccncc1,-6.77
O=[N+]([O-])c1cc(Cl)c(O)c(Cl)c1,-6.76
BrCc1ccc2ccccc2c1,-6.75
CC(=O)c1ccc(-n2ccnc2)cc1,-6.75
c1nc(N2CCOCC2)c2[nH]cnc2n1,-6.74
OCCCC1CCN(CCO)CC1,-6.74
C(=Cc1ccccc1)c1ccccc1,-6.73
CC(=O)C(CCC#N)(CCC#N)CCC#N,-6.72
Cc1ccccc1OC[C@@H](C)OC(N)=O,-6.72
Cc1nc(N(CC#N)CC#N)nc(C(Cl)(Cl)Cl)n1,-6.72
CC(=O)Oc1ccc2ccccc2c1,-6.7
CCN(CCC#N)c1nc(C)nc(C(Cl)(Cl)Cl)n1,-6.7
NC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1,-6.7
C#CCOc1ccc2c(C)cc(=O)oc2c1,-6.69
C=CC[C@]1([C@@H](C)OC)CO[C@H](C)OC1,-6.69
Cc1ccc2c(c1)C(=O)C(=O)N2,-6.68
CCC(=Cc1cccc(N)c1)C(=O)O,-6.67
CC1(C)COC(C(C)(C)CO)OC1,-6.66
FC(F)(F)c1ccc(CC2=NCCN2)cc1,-6.66
O=C(O)CCC/N=C(S)/C(S)=N/CCCC(=O)O,-6.66
Cc1c(C(=O)O)cccc1[N+](=O)[O-],-6.65
O=C1OS(=O)(=O)c2ccccc21,-6.65
CC(C)Cn1c(=O)n(C)c(=O)c2[nH]cnc21,-6.64
CCN1CN(CC)CN(CC)C1,-6.64
Nc1cccc(-c2ccccc2)c1,-6.64
N#Cc1ccc(S(=O)(=O)Cl)cc1,-6.63
Nc1ccccc1-n1cccc1,-6.63
O=C1CC2(CCCCC2)CCO1,-6.62
CCCCCCCCCC[N+](C)(C)CC(=O)O,-6.61
ClC(Cl)(Cl)c1nc2ccccc2[nH]1,-6.61
COP(=S)(OC)Oc1ccc(N)c(C)c1,-6.61
C[C@@H]1Cc2ccccc2[C@H]1C,-6.6
O=C(CF)Nc1cc(Cl)ccc1Cl,-6.6
O=C1C=CC(=O)c2cnccc21,-6.6
FC(F)(F)C(=Cc1nc2ccccc2s1)C(F)(F)F,-6.59
O=[N+]([O-])c1cc[n+]([O-])c(Cl)c1,-6.59
CCC(C)(C)c1ccc(C)c(C(=O)O)c1O,-6.58
CCCCCc1ccc(C)cc1O,-6.58
CNCCC(=O)c1ccc(O)cc1,-6.58
COc1ccc(NC(=O)N(C)C)cc1,-6.58
O=C1CC2(CCCC2)CC(=O)O1,-6.58
FC(F)(F)c1nc2c(Br)c(Cl)c(Cl)c(Br)c2[nH]1,-6.57
O=C(c1ccccc1)c1cccnc1,-6.57
CCn1cnc(=O)c2ccccc21,-6.56
CCOCCN(C(=O)CCl)c1ccccc1,-6.56
Cc1ccc(SCCC(=O)O)cc1,-6.55
CCNc1nc(S)nc(N(CC)CC)n1,-6.55
CCOC(=O)Nc1ccc(I)cc1,-6.55
BrC[C@@H](Br)CC[C@@H](Br)CBr,-6.54
CC(=O)C(/N=N/c1ccccc1)C(C)=O,-6.54
CC(C)OC(=O)Nc1cccc(Cl)c1,-6.54
CC=CCCCCCCCCCCCCCC,-6.54
CSc1nccc(=O)n1-c1ccccc1F,-6.54
O=C(O)C=CC(=O)Nc1ccccc1,-6.54
O=S(=O)(O)CCC[n+]1ccccc1,-6.54
COCCN(C(=O)CCl)c1ccccc1OC,-6.53
C[n+]1cccc(S(=O)(=O)O)c1,-6.52
COc1c(Cl)c(Cl)c(N)c(Cl)c1Cl,-6.52
C[C@@H]1C[C@@H](N)CC(C)(C)C1,-6.51
CCCCC(C)(COC(N)=O)COC(N)=O,-6.49
CCCCOc1ccc(CC(=O)O)cc1,-6.48
Cc1ccc([C@@H](O)C(C)C)cc1,-6.47
C=C[C@](C)(CCC=C(C)C)OC(=O)CC,-6.46
Cc1cccnc1N1CCNC1=O,-6.46
Nc1ccc2c(c1)CONC2,-6.46
Cn1c(=O)c2nc(S)n(C)c2n(C)c1=O,-6.45
C[C@H](CN(C)C)C(=O)c1ccccc1,-6.44
CC1(C)Cc2cccc(O)c2O1,-6.44
CCc1c(C)[nH]c(C(C)=O)c1C,-6.44
O=C(c1ccc(F)cc1)C1CCC1,-6.44
COc1ccc(C[N+](C)(C)N)cc1OC,-6.43
N[C@@H](Cc1ccc(O)cc1)C(=O)O,-6.43
CCCCCC[C@@H](C)N(C)C1CC1,-6.42
CCN(CC)CCOC(=O)c1cccnc1,-6.42
O=C(O)C=CC(=O)Nc1nncs1,-6.42
C1=CC2=C(CC1)N=CCC2,-6.41
O=C1c2ccccc2C(=O)c2c(NC(=O)c3ccc4c5c(ncnc35)-c3ccccc3C4=O)cccc21,-6.41
Oc1cc(Cl)c(Br)cc1Cl,-6.41
c1cc[n+](CC[n+]2ccccc2)cc1,-6.4
Cc1ccc(C)c2ncccc12,-6.4
O=S(=O)(NO)c1ccccc1,-6.4
Brc1cccc(Br)c1Br,-6.39
Cc1cc(Cl)ccc1N=C=S,-6.39
Cc1ccccc1/N=C(/N)S,-6.39
Cc1nc(NC=O)nc(C(Cl)(Cl)Cl)n1,-6.39
CC(=O)N(C)[C@H](C)C#CCN(C)C,-6.38
CC(C)c1ccc(C(N)=O)cc1,-6.37
COC(=O)CCN(CCCCOC(C)=O)N=O,-6.37
Cc1cc(Cl)ccc1OCCO,-6.36
O=c1nc(S)ccn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-6.36
CC(=O)n1c(=O)oc2ccccc21,-6.35
CC(=O)OC(CC(C)C)CC(C)C,-6.35
CS(=O)(=O)OCOS(C)(=O)=O,-6.35
O[C@@H](Nc1ncn[nH]1)C(Cl)(Cl)Cl,-6.35
O=P(OCCBr)(OCCBr)OCCBr,-6.35
O=C(O)CCC(=O)CCC(=O)CCC(=O)O,-6.34
CC(=O)Nc1ccc(O)c(C(=O)O)c1,-6.33
CC(=O)c1cc2ccccc2o1,-6.31
CC(=O)Nc1ccc(C)c(C)c1,-6.3
CCC(C)(C)c1ccccc1O,-6.3
COC=CC=C1OC(C)(C)OC1(C)C,-6.3
COc1cc(C(=O)NN)cc(OC)c1OC,-6.3
C=CC(=C)CCCC(C)(C)OC(C)=O,-6.25
CCC1CCCCCCC1,-6.25
CCCCNC(=O)N(CCCC)N=O,-6.25
CSc1nc(C(Cl)Cl)nc(C(Cl)Cl)n1,-6.25
N/C(S)=N/c1ccc(Cl)cc1,-6.25
COC(=O)c1ccc(C(=O)Cl)cc1,-6.24
C[C@@H](Br)C(=O)Nc1ccccc1,-6.23
NC(N)=Nc1ccc(O)cc1,-6.23
NC1CCCCCCC1,-6.23
C=CCCCCCCCCC(=O)OCCCC,-6.22
CN(C)/C=N/c1ccc(Cl)cn1,-6.21
CCC=C(CCCCC)[N+](=O)[O-],-6.2
Brc1ccccc1I,-6.18
C=CCOc1nc(NCC)nc(OCC=C)n1,-6.18
CCCC[C@@H](CC)CC[C@@H](C)O,-6.18
CN(C)N=Cc1ccc(O)cc1,-6.18
CCCC=C1CCCCC1=O,-6.17
CCCCCC(C)(C#N)CCCCC,-6.16
NCC(=O)Nc1c(Cl)cccc1Cl,-6.16
C[C@@H](N=C(S)S)c1ccccc1,-6.15
CC(C)COC(=O)CCC(=O)OCC(C)C,-6.15
CCOC[C@@H](C)OC[C@@H](C)OC[C@@H](C)O,-6.15
N#CC[N+]1=C(NCCCC(=O)O)CCC1,-6.15
O=S(=O)(CCl)c1ccccc1,-6.15
C#CCOC[C@H]1C[C@H](CC(=O)OCC)C(=O)O1,-6.14
O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,-6.14
CC=C(C=O)c1ccccc1,-6.13
OCC=Cc1ccc2c(c1)OCO2,-6.12
CC(C)c1ccc(CCl)cc1,-6.11
CCOC(=O)CCc1ccc(O)c(O)c1,-6.11
CC(=O)c1ccccc1Br,-6.1
CN[C@@H](Cc1cnc[nH]1)C(=O)O,-6.1
CCCCc1cc2ccccc2o1,-6.09
O=C(O)C[C@@H](C(=O)O)c1ccccc1,-6.09
C=Cc1ccc(Cl)cc1Cl,-6.08
c1ccc(-c2ccccc2)cc1,-6.08
COc1ccc(NC(C)=O)cc1N,-6.08
O=C1c2ccccc2C(=O)N1O,-6.08
COc1ccc(NC(=O)CCl)cc1,-6.07
C[C@@H]1CC[C@@H](O)[C@H](C)C1,-6.05
O[C@@H]1C[C@H]2CC[C@@H](C1)N2,-6.05
O=c1ccc2ccccc2o1,-6.05
C[C@@H]1CCCC(C)(C)C1,-6.03
CN(C)C(=O)Nc1nc(Cl)nc(Cl)n1,-6.01
O=C(O)COc1ccc(Br)cc1,-6
Cc1nc([N+](=O)[O-])c(Br)[nH]1,-5.98
NCCSC(=O)c1ccccc1,-5.98
O=C(O)C=C(C(Cl)Cl)C(Cl)Cl,-5.98
CN(C)CCc1ccncc1,-5.97
N[C@H]1C[C@@H]1Oc1ccccc1,-5.97
CCCCOCCOC(=O)c1cccnc1,-5.96
N[C@H](C(=O)O)[C@@H](O)c1ccccc1,-5.96
O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,-5.96
O=S(=O)(F)c1ccccc1,-5.96
C[C@H](N)Cc1ccccc1,-5.94
CC[C@H](C)CC[C@](C)(O)CC,-5.94
CCCCC(=O)OCc1ccccc1,-5.94
CCCCn1cnc2c(N)ncnc21,-5.94
N#CCc1nc2ccccc2[nH]1,-5.94
Nc1cccc(P(=O)(O)O)c1,-5.94
CC(=O)N(O)c1ccc(O)cc1,-5.93
Cc1cc(N)ccc1Br,-5.91
CCC[C@@]1(C)C[C@H](O)CO1,-5.91
O=c1[nH]c(=O)n(-c2ccccc2)[nH]1,-5.91
CCn1cnc2c(=O)nc(N)[nH]c21,-5.9
CO[P@@]1(=O)OC(C)=CC1(C)C,-5.9
N#CCC(=O)NCCNC(=O)CC#N,-5.9
NCc1cccc(Cl)c1,-5.9
Cc1cc(O)cc(C)c1C,-5.89
C#CCC(N)(CCC)CCC,-5.88
C[C@@H](N)Cc1cnc[nH]1,-5.86
NCCn1ccc(=O)c(O)c1,-5.86
O=c1[nH][nH]c(=O)n1-c1ccccc1,-5.86
OCC1CCCCCC1,-5.86
C[C@H](O)CN(CCO)C[C@H](C)O,-5.85
Cc1cc(=O)n2[nH]cnc2n1,-5.85
CC(C)CN(C=O)CC(C)C,-5.83
CCNC(=O)c1ccccc1O,-5.83
Cc1cc(O)ccc1Br,-5.82
CC[N+](C)(C)CCOCC[N+](CC)(CC)CC,-5.81
CCCCOC(=O)C[C@H](O)C(=O)OCCCC,-5.79
CCC[C@@H]1O[C@]1(CC)C(N)=O,-5.77
CO[C@@H]1O[C@H](COCCO)[C@H](OCCO)[C@@H](OCCO)[C@H]1OCCO,-5.77
C[C@]12OCC[C@H]1CC(=O)O2,-5.75
CCNCCc1ccccn1,-5.75
CCCCCC[C@@H](C)C(C)(C)C,-5.73
CC[C@@H](C)CC[C@@H](C)CC(=O)O,-5.72
CC1(C)CCC[C@](C)([C@H]2CC[C@]3(C)[C@@H]2[C@H](O)C[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@]23C)O1,-5.72
O=C(CF)NNc1ccccc1,-5.72
CN(C)C(=O)N=NC(=O)N(C)C,-5.71
CCCCCCC(C)=NO,-5.7
ClCc1ccc2c(c1)OCO2,-5.7
O=C(O)c1cccc(S)c1,-5.7
CC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C,-5.68
CCC(C[C@H](C)CC)=NO,-5.68
CCCC[C@H](CC)CCC(=O)O,-5.68
N[C@@H](CC[S@@](=O)O)C(=O)O,-5.68
CCCCN(CCC(=O)O)N=O,-5.67
CCOC(OCC)c1ccccc1,-5.67
CCN(CC)CCCC(=O)OC,-5.66
FC(F)C(F)(F)COP1(OCC(F)(F)C(F)F)=N[P@@](Cl)(OCC(F)(F)C(F)F)=NP(Cl)(Cl)=N1,-5.66
OCc1cc(O)cc(O)c1,-5.66
OCCCC1CCCC1,-5.66
CC[C@]1(C)C[C@H](C(=O)O)C1,-5.65
CNCCN(C)CCNC,-5.64
COc1ccc(OC[C@@H]2CO2)cc1,-5.64
N#Cc1cc(F)ccc1Cl,-5.64
CCOc1ccc(CO)cc1,-5.63
Brc1cc(Br)c(-c2c(Br)cc(Br)cc2Br)c(Br)c1,-5.62
CCCCCCC/N=C(\S)OCC,-5.62
O=C(O)c1ccccc1C(=O)OCCO,-5.62
CCC(C=O)=Cc1ccco1,-5.6
O=C(NCCO)C(=O)NCCO,-5.6
C/C(S)=N\c1ccccc1,-5.59
CN1CSC(=S)N(C)C1,-5.58
SC1=NCCCCN1,-5.57
COc1cccc(CC#N)c1,-5.56
CC(C)(C)C(=O)C(C)(C)C,-5.55
Brc1[nH]cnc2ncnc1-2,-5.54
CC(=O)CCC#CCN(C)C,-5.53
O=P(N1CC1)(N1CC1)N1CC1,-5.53
CCc1c(C)c[nH]c1C,-5.52
COC(=O)CC[N+]1(C)CCCC1,-5.52
C[C@H](N)C(=O)N[C@H](C)C(=O)O,-5.51
CCc1c(C)c2cc3[nH]c(cc4nc(c(C)c5nc(cc1[nH]2)C(C)=C5)C(CCC(=O)O)=C4C)c(C)c3CC,-5.51
CCCCCCS(=O)(=O)O,-5.51
CN1C(=O)N(C)C(C)(C)C1=O,-5.51
Nc1cccc(C=O)c1,-5.5
C=CC(=O)OCCCCCCCCC,-5.47
COc1cc(OC)c(C(=O)O)c(OC)c1,-5.46
COc1ccc(SC)cc1,-5.46
CCc1c[nH]c(=O)[nH]c1=O,-5.45
Nc1ccc(O)c(Cl)c1,-5.45
O=C1O[C@H](CO)[C@@H](O)[C@@H]1O,-5.45
C=C[C@H](O)c1ccccc1,-5.43
Cc1c(O)ccc(C(=O)O)c1O,-5.43
CCN(CC)c1ccccc1,-5.43
N#CCN1CCCCC1,-5.43
Cc1cc(O)cc(O)c1,-5.42
C[C@@H](O)CSC[C@@H](C)O,-5.41
Cc1cc(=O)n(C)c(=O)[nH]1,-5.41
CN(CCCl)CCC(=O)O,-5.41
CC(=O)Nc1ccncc1,-5.4
COc1cc(OC)c(OC)cc1C=O,-5.4
Cc1cccc(C(=O)O)n1,-5.39
C1#CCCC#CCC1,-5.38
C=C(C)c1ccc(F)cc1,-5.37
COCCc1ccccn1,-5.37
O=S1(=O)C[C@@H]2O[C@@H]2C1,-5.37
CC(=O)c1ccc(O)c(O)c1O,-5.35
CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)F,-5.34
CCC(=O)OCCSCCOC(=O)CC,-5.3
O=Cc1ccccc1Cl,-5.3
C=Cc1cccc(C)c1,-5.27
O=C(CC(=O)C(=O)O)CC(=O)C(=O)O,-5.27
C=C[C@@](C)(O)CCCCC,-5.26
C1=CCCCCC=C1,-5.26
CCc1cc(C)ccn1,-5.22
Nc1nc2cc(F)ccc2o1,-5.22
O=c1cc(CO)oc(Br)c1O,-5.21
CCC1=CCCCC1,-5.19
CN(C)CC(=O)N(C)C,-5.19
O=S(=O)(O)CI,-5.19
c1cc2nc[nH]c2cn1,-5.18
CCC[C@@H](O)C(C)(C)C,-5.18
O=C(O)C[C@H]1C=CC(=O)O1,-5.15
ClCCCOc1ccccc1,-5.14
C=CCN(CC=C)C(=O)CCl,-5.13
CCCCNC(C)(C)C,-5.12
N#CSc1ccccc1,-5.12
CCCCOS(=O)(=O)O,-5.11
ClCCCCOCCCCCl,-5.09
C[C@@H](O)CO[S@@](C)(=O)=S,-5.08
COC1=C(C)CCC1=O,-5.08
N#C[C@@H]1CC=CCC1,-5.07
CCCC=CC(C)(C)C,-5.04
CCOC(=O)[C@@H](CC)C(C)=O,-5.02
NNC(=O)CC(=O)NN,-5.01
CCCCOCCOCCC(=O)O,-4.98
CCCCCNCCO,-4.97
SC1=NCCCC1,-4.96
CN1COCC1(C)C,-4.95
FCCN(CCF)c1ccccc1,-4.93
CCCCCCCCCBr,-4.92
CCN(CC)N=C(S)S,-4.92
CCC=C[C@@H](C)C(=O)O,-4.9
Clc1nccnc1Cl,-4.9
COC[C@@H](C)OC(C)(C)O,-4.9
OC1CCNCC1,-4.9
CCCC1=NCCN1,-4.89
ClC(Cl)=C=C(Cl)Cl,-4.89
O=C(O)c1ccc(O)cc1O,-4.89
O=C1NC(=O)C(=O)N1,-4.86
NNc1ccccn1,-4.84
CC(CC(=O)O)CC(=O)O,-4.79
CCCC(=O)OCCCSC,-4.79
CC/N=C(\S)OC(C)C,-4.77
CCCCC#CCCO,-4.77
CCCCCCCCO,-4.76
CCO[P@@](=S)(Cl)CC,-4.75
CCOC(=O)SC(=S)OCC,-4.75
C1=CC=CCC=C1,-4.74
Cc1cc(C(C)(C)c2ccc(C(C)(C)c3cc(C)c(N)c(C)c3)cc2)cc(C)c1N,-4.73
CCP(=O)(CC)CC,-4.73
[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-4.71
CC(C)CCI,-4.71
CC(C)=CCC(=O)O,-4.7
CCCc1nccs1,-4.7
CCCCC#CCCCC,-4.69
OC[C@@H](O)CI,-4.68
Nc1cccnc1N,-4.65
NNc1c(F)c(F)c(F)c(F)c1F,-4.63
N#CCCNC(=O)CCl,-4.62
O=C(n1ccnc1)C(F)(F)C(F)(F)C(F)(F)F,-4.62
O=C1NC[C@H](CCl)O1,-4.62
O=P(Cl)(Cl)CCCl,-4.61
C(C[C@H]1CO1)[C@H]1CO1,-4.6
CNc1ncncn1,-4.6
Oc1cc(O)cc(O)c1,-4.6
CC(=O)OCC(O)COC(C)=O,-4.59
NC(=O)c1ccco1,-4.57
CC(C)C[C@H](C)Cl,-4.55
CCCC=CCC=O,-4.55
Nc1ccccc1O,-4.55
CCOc1ccccc1,-4.53
O=C(CS)OCCCCOC(=O)CS,-4.53
C=C(OC(C)=O)OC(C)=O,-4.5
C=CC(=O)OCCSCC,-4.5
CCCC=CCCCC,-4.48
CCOP(N)(=O)OCC,-4.48
CN(C)CCOC(N)=O,-4.48
Cc1cnc(C)[nH]1,-4.46
C[C@@H](F)CCCC(=O)OCCF,-4.41
O=C(O)CCCCCO,-4.41
CS(=O)(=O)C#N,-4.4
CC(=O)[C@@H](C)Br,-4.38
CSCC[C@H](O)C#N,-4.35
CNC(=O)C(Cl)Cl,-4.34
C[C@@](Cl)(C=O)CCl,-4.33
O=C1CCCC1,-4.32
O=C(NCO)NCO,-4.3
C[C@@H]1CCOC1,-4.26
O=C(O)COCCOCC(=O)O,-4.25
C=CC[N+](CC)(CC)CC,-4.24
C=NCC(C)(C)OC,-4.22
OCCOCCOCCOCCOCCO,-4.15
CN(C)[N+](=O)[O-],-4.13
CC(=O)OCCN(C)C,-4.08
C#CC(C)=CC,-4.07
O=P(O)(O)C(F)(F)P(=O)(O)O,-4.07
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COP(=O)(O)O)O1,-4.06
CCN(COC)N=O,-4.06
OCCCCCCO,-4.01
CC(=O)CCCO,-3.99
C1=NNCC1,-3.98
C[C@H](Br)CO,-3.97
CC[C@H](O)C(=O)O,-3.95
CCC=CBr,-3.94
C=CC(=O)OCCOC,-3.93
C=CC=CC=O,-3.83
CC(C)(C)Cl,-3.82
COC(=O)c1cc2cc3c(c(=O)c-2c(O)o1)O[C@]1(CC3)Cc2c(O)c3c(c(O)c2O1)C(=O)C(OC)=CC3=O,-3.82
N#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-3.79
CSCCSC,-3.74
C#CC[C@H](C)O,-3.73
COP(=O)(S)OC,-3.73
CCOCCOCC,-3.7
O=C(O)C(Cl)Cl,-3.68
[2H]C(=O)N(C([2H])([2H])[2H])C([2H])([2H])[2H],-3.66
CC[C@@H](O)CO,-3.66
O=C(O)C(O)(O)C(O)(O)C(=O)O,-3.66
CC(C)Br,-3.65
C=CC[N+](C)(C)C,-3.64
CCO[S@@](=O)OC,-3.57
CC(=O)CCl,-3.45
CCC(C)=O,-3.43
O=[PH](O)O,-3.43
COC(C)OC,-3.41
Cc1ccc(NN=c2c(S(=O)(=O)O)cc3cc(S(=O)(=O)O)c(=NNc4ccc(C)cc4S(=O)(=O)O)c(=O)c=3c2=O)c(S(=O)(=O)O)c1,-3.34
OCCOCC(COCCO)OCCO,-3.13
O=COCCOC=O,-3
OC(O)C(F)(F)F,-2.94
FC=CCl,-2.79
C=CN=C,-2.61
O=C(C(F)F)C(F)F,-2.44
[PH2-],-2.04
